type,cast,country,date_added,release_year,rating,duration,listed_in,duration_int
Movie,"Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma",United States,2019-09-01,1997,PG-13,108 min,Action & Adventure,108.0
Movie,Unknown,Ireland,2018-04-01,2015,TV-PG,100 min,"Dramas, Independent Movies, Romantic Movies",100.0
Movie,"Riya Sen, Mahima Chaudhry, Rajesh Sharma, Indrasish Roy, Mumtaz Sorcar, Sudip Mukherjee, Shataf Figar, Koushik Sen",India,2017-12-15,2016,TV-MA,91 min,"Dramas, International Movies, Thrillers",91.0
Movie,"Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Agata Kulesza, Kati Outinen, Zbigniew Zamachowski, Danuta Kowalska, Vlad Ivanov, Robert Więckiewicz, Piotr Głowacki","United Kingdom, Poland, United States",2019-10-15,2016,R,93 min,"Dramas, Thrillers",93.0
Movie,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth","United States, United Kingdom, France",2018-07-26,2015,R,113 min,"Dramas, International Movies, Thrillers",113.0
Movie,"Aftab Shivdasani, Antara Mali, Boman Irani, Isha Koppikar, Nana Patekar, Raghuvir Yadav, Rajpal Yadav, Revathy, Saif Ali Khan, Sameera Reddy, Sanjay Kapoor, Shilpa Shetty, Sohail Khan, Vivek Oberoi",India,2019-08-01,2003,TV-MA,116 min,"Horror Movies, International Movies, Thrillers",116.0
TV Show,Bipasha Basu,India,2018-03-01,2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers",1.0
Movie,"Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Sardar Sohi, Shavendra Mahal, Karamjit Anmol, Pammi Bai, Nirmal Rishi, Manpreet Saggu",India,2017-10-15,2016,TV-14,121 min,"Dramas, International Movies",121.0
Movie,"Cora Lee Day, Alva Rogers, Barbarao, Trula Hoosier, Adisa Anderson, Kaycee Moore, Bahni Turpin, Cheryl Lynn Bruce, Tommy Redmond Hicks, Cornell Royal","United Kingdom, United States",2017-06-10,1991,NR,112 min,"Classic Movies, Dramas, Independent Movies",112.0
TV Show,"Pan Yueming, Wang Longzheng, Liang Yuen, Lü Xiaolin, Yin Shuyi, Hou Xuelong, Song Naigang",China,2018-03-23,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1.0
TV Show,"Sean Huang, Chang Chia-yu, Wu Chien-ho, Teresa Daley, Yong Lea, Edison Song, Shan Cheng-ju, Iris Hu, Hsia Teng-hung",Taiwan,2018-03-31,2017,TV-MA,2 Seasons,"International TV Shows, TV Dramas",2.0
Movie,"Devin Blackmon, Dontrell Bright, Kordell ""KD"" Johnson, Lachion Buckingham, Chasity Moore, Marquell Manning, Shavidee Trotter, Maurice Everett",United States,2018-01-11,2017,TV-MA,76 min,"Dramas, Independent Movies",76.0
Movie,"Dylan Haegens, Nick Golterman, Marit Brugman, Ilse Warringa, Teun Peters, Patrick Stoof, Rick Vermeulen, Rico Verhoeven",Netherlands,2019-04-17,2018,TV-PG,81 min,"Comedies, International Movies",81.0
Movie,Brian De Palma,United States,2018-11-21,2015,R,110 min,Documentaries,110.0
Movie,"Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic",United Kingdom,2019-03-01,2018,TV-MA,90 min,Comedies,90.0
Movie,"Irrfan Khan, Konkona Sen Sharma, Rajit Kapoor, Sandhya Mridul, Zakir Hussain, Rajeev Verma, Princey Shukla",India,2019-12-31,2006,TV-14,97 min,"Independent Movies, International Movies, Thrillers",97.0
Movie,"Kennedy Lea Slocum, Corey Fogelmanis, Alexa Mansour, Peyton Clark, Sheryl Lee, Sherri Saum, Eric Stanton Betts, Paris Berelc, Pedro Correa, Alissa Latow",United States,2019-02-15,2018,TV-14,86 min,"Dramas, Thrillers",86.0
Movie,"Demetri Martin, Kevin Kline, Gillian Jacobs, Rory Scovel, Ginger Gonzaga, Reid Scott, Mary Steenburgen, Briga Heelan, Christine Woods, Peter Scolari",United States,2020-03-15,2016,PG-13,94 min,"Comedies, Dramas, Independent Movies",94.0
Movie,"Arvind Swamy, Himanshu Sharma, Ekavali Khanna, Aman Uppal, Bhavika Bhasin",India,2019-03-02,2016,TV-14,83 min,"Comedies, Dramas, Independent Movies",83.0
Movie,"Nathan Gamble, Ray Liotta, Emilio Estevez, Ariel Winter, Matthew Lillard, Yuri Lowenthal, Marion Ross, Tara Strong",United States,2016-02-18,2012,TV-Y7-FV,43 min,"Children & Family Movies, Comedies",43.0
Movie,"Amy Acker, David Haydn-Jones, Patrick Creery, Gina Holden, James Dugan, Margherita Donato, Brooklynn Proulx, James D. Hopkin, Bob Irvine",Canada,2019-11-04,2011,TV-PG,92 min,"Comedies, Romantic Movies",92.0
Movie,"Chris Rock, Martin Lawrence, Tracy Morgan, Danny Glover, James Marsden, Luke Wilson, Zoe Saldana, Regina Hall, Columbus Short, Peter Dinklage, Kevin Hart, Loretta Devine, Regine Nehy, Keith David, Ron Glass",United States,2020-08-01,2010,R,93 min,Comedies,93.0
Movie,"Cody Longo, Cortney Palm, Adrienne Barbeau, Michael Berryman, Barbara Crampton, Sid Haig, Gunnar Hansen, Lindsay Hartley, Kane Hodder, Lloyd Kaufman, Camille Keaton, Bill Moseley, Tony Todd, Dee Wallace, Vincent Ward, Vernon Wells",United States,2019-05-05,2017,R,88 min,Horror Movies,88.0
Movie,"Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk",United Kingdom,2018-03-01,2017,TV-MA,53 min,"International Movies, Sports Movies",53.0
TV Show,Dave B. Mitchell,United States,2018-07-20,2017,TV-MA,3 Seasons,"Crime TV Shows, Docuseries",3.0
TV Show,"Noah Taylor, Yael Stone, Jeremy Lindsay Taylor, Danielle Cormack, Ben Oxenbould, Dan Spielman, Craig McLachlan, William McInnes, Olivia McNamara, John Brumpton, Simon Burke, Simon Elrahi, Victoria Haralabidou, Renee Lim, Julian Maroun, George Harrison Xanthis",Australia,2017-07-01,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1.0
Movie,"Ajay Devgn, Akshaye Khanna, Urmila Matondkar, Farida Jalal, Vijayendra Ghatge",India,2020-01-03,2002,TV-MA,156 min,"International Movies, Thrillers",156.0
Movie,"Tom Hanks, Marina Goldman",United States,2017-05-01,2016,TV-14,79 min,Documentaries,79.0
Movie,"Topher Grace, Genesis Rodriguez, Patricia Clarkson, Callan Mulvey, Robin Thomas, Daisy McCrackin",United States,2018-09-01,2018,R,96 min,"Horror Movies, Thrillers",96.0
Movie,Unknown,"Denmark, Zimbabwe",2016-04-25,2014,NR,99 min,"Documentaries, International Movies",99.0
Movie,"Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent, Meadow Williams, Maurice Compte, Brian Van Holt, Evan Jones, Mo McRae, Kaiwi Lyman",United States,2020-05-01,2018,R,140 min,Action & Adventure,140.0
Movie,Denis Leary,United States,2017-08-08,1992,R,62 min,Stand-Up Comedy,62.0
Movie,"Jaimi Paige, Alyshia Ochse, Toby Nichols, Claude Duhamel",United States,2018-05-08,2017,TV-MA,76 min,"Horror Movies, Thrillers",76.0
Movie,"Mohamed Ramadan, Dina El-Sherbiny, Eyad Nassar, Sayed Rajab, Walid Fawaz, Eman El-Assy",Egypt,2019-08-05,2017,TV-14,99 min,"Action & Adventure, International Movies",99.0
Movie,"Tye Sheridan, Bel Powley, Emory Cohen, Gbenga Akinnagbe, Jared Abrahamson, John Lynch, Stephen Moyer","United Kingdom, South Africa",2017-05-25,2016,R,97 min,Thrillers,97.0
Movie,"Emma Bell, Nick Ballard, Bradley Bundlie, Gail O'Grady, Corbin Timbrook, Kate Lang Johnson, Robert Adamson, Caia Coley, Alicia James, Sotida Arpon",United States,2019-09-13,2019,TV-14,87 min,Thrillers,87.0
Movie,"Tuulia Eloranta, Magnus Krepper, Elin Petersdottir, Claes Malmberg, Kaija Pakarinen, Antti Reini, Lauri Tanskanen, Johanna af Schultén, Maria Sid, Pirkko Hämäläinen, Sonja Halla-aho","Finland, Sweden, Norway, Latvia, Germany",2017-06-01,2016,TV-MA,108 min,"Dramas, International Movies",108.0
Movie,"Amanda Schull, Milo Ventimiglia, Shawn Ashmore, Bridget Regan, Jonathan Frakes, Sarah Constible, Spencer Drever, Javier Botet",Canada,2020-07-16,2017,TV-MA,94 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",94.0
TV Show,"Rasika Dugal, Devdutt Pattanaik",India,2018-10-15,2017,TV-PG,1 Season,International TV Shows,1.0
Movie,"Atul Kulkarni, Sonali Kulkarni, Tushar Dalvi, Devika Daftardar, Amruta Subhash, Mohan Agashe, Ashwin Chitale, Jyoti Subhash",India,2018-01-01,2004,TV-PG,123 min,"Dramas, International Movies",123.0
TV Show,"Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar, C.S. Lee, Lauren Vélez, Desmond Harrington, Julie Benz, Christina Robinson, Geoff Pierson",United States,2018-01-01,2013,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",8.0
Movie,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Aashish Chaudhary, Javed Jaffrey, Prem Chopra, Asrani, Tiku Talsania",India,2019-12-31,2007,TV-14,128 min,"Action & Adventure, Comedies, International Movies",128.0
Movie,"Mark Chao, Feng Shaofeng, Kenny Lin, Carina Lau, Ethan Juan, Sandra Ma","China, Hong Kong",2019-02-06,2018,TV-14,132 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",132.0
Movie,James D'Arcy,United Kingdom,2017-07-28,2017,TV-PG,93 min,Documentaries,93.0
Movie,Unknown,United Kingdom,2017-12-01,2017,TV-PG,113 min,"Documentaries, International Movies",113.0
Movie,"Léa Seydoux, Vincent Lindon, Clotilde Mollet, Hervé Pierre, Mélodie Valemberg, Patrick d'Assumçao, Vincent Lacoste, Joséphine Derenne, Dominique Reymond","France, Belgium",2016-12-03,2015,NR,96 min,"Dramas, International Movies",96.0
Movie,"Pierce Brosnan, Halle Berry, Toby Stephens, Rick Yune, Rosamund Pike, Judi Dench, John Cleese, Michael Madsen, Will Yun Lee, Kenneth Tsang, Emilio Echevarría, Mikhail Gorevoy, Lawrence Makoare, Colin Salmon, Samantha Bond","United Kingdom, United States",2019-12-31,2002,PG-13,133 min,Action & Adventure,133.0
Movie,"Rekha, Preity Zinta, Mahima Chaudhry, Arjun Rampal, Jimmy Shergill, Alok Nath, Dilip Joshi, Govind Namdeo",India,2018-04-01,2002,TV-14,176 min,"Dramas, International Movies, Music & Musicals",176.0
TV Show,Unknown,United States,2008-02-04,2007,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,1.0
Movie,"Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement, Jeff Dunham, Bruce Greenwood, Ron Livingston, Chris O'Dowd, Lucy Punch, Stephanie Szostak, David Walliams, Larry Wilmore",United States,2020-01-01,2010,PG-13,115 min,Comedies,115.0
TV Show,Unknown,Canada,2017-08-04,2016,TV-G,1 Season,"Docuseries, Science & Nature TV",1.0
Movie,"Hou Hsiao, Gordon Liu, Lily Li, Jason Pai Piao, Chia-Liang Liu",Hong Kong,2018-08-16,1985,TV-14,90 min,"Action & Adventure, International Movies",90.0
Movie,Todd Standing,United States,2017-12-15,2017,TV-MA,111 min,Documentaries,111.0
Movie,"Kent Osborne, Dylan Sprouse, Rae Gray, Alycia Delmore, Robert Longstreet, Chris Bauer, Randall Park, Mitchell Edwards, Victoria Zeutzius, Leslie Thurston, Matthew J. Evans",United States,2018-02-19,2017,TV-14,87 min,Thrillers,87.0
Movie,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt","South Africa, United States, New Zealand, Canada",2019-11-04,2009,R,112 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",112.0
Movie,"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger, Alec Guinness, Tom Courtenay, Siobhan McKenna, Ralph Richardson, Jeffrey Rockland","United States, Italy, United Kingdom, Liechtenstein",2019-11-01,1965,PG-13,200 min,"Classic Movies, Dramas, Romantic Movies",200.0
Movie,"Nicolas Cage, Willem Dafoe, Christopher Matthew Cook, Omar J. Dorsey, Louisa Krause, Melissa Bolona, Reynaldo Gallegos",United States,2016-12-31,2016,TV-MA,93 min,"Dramas, Thrillers",93.0
Movie,"Axle McCoy, Travis McCoy, Tyler Jade Nixon, Alexis Louder, DeVaughn Gow, LaVaughn Hamilton, Maya Simmons, Quddus Newton, Jordan Padreira, Derek Lee Nixon",United States,2019-06-05,2019,TV-PG,90 min,Children & Family Movies,90.0
Movie,"Morgan Freeman, Ashley Judd, Harry Connick Jr., Kris Kristofferson, Nathan Gamble, Austin Stowell, Juliana Harkavy, Charles Martin Smith, Austin Highsmith, Cozi Zuehlsdorff",United States,2019-02-25,2014,PG,107 min,"Children & Family Movies, Dramas",107.0
Movie,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani","Denmark, France, Belgium, Italy, Netherlands, United States, United Kingdom",2019-09-28,2019,R,89 min,"International Movies, Thrillers",89.0
Movie,"Carmen Argenziano, Horatio Sanz, Luis Guzman, Vera Cherny, Lorena McGregor, Reinaldo Zavarce, Jacquie Barnbrook, Anthony Skordi, Lin Shaye, James Franco",United States,2018-01-05,2015,TV-14,83 min,"Comedies, Independent Movies",83.0
Movie,"Sam Rockwell, Amy Ryan, Will Forte, Danny McBride, Jemaine Clement, Leslie Bibb, Steve Park, Sky Elobar, P.J. Boudousqué, Yaniv Moyal",United States,2020-03-01,2015,PG-13,96 min,Comedies,96.0
Movie,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Garry McDonald, Alan Dale, Julia Blake, Edwina Ritchard, Emilia Burns, Guillermo del Toro","United States, Australia, Mexico",2019-11-02,2010,R,99 min,Horror Movies,99.0
Movie,"Davide Carrera, Jesse Richman, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,2020-06-12,2015,TV-MA,95 min,"Action & Adventure, Documentaries, International Movies",95.0
Movie,"Davide Carrera, Eric Duguil, Jesse Richman, Richie Jackson, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,2020-06-12,2016,TV-MA,88 min,"Action & Adventure, Documentaries, International Movies",88.0
Movie,"Temarii Buillard, Davide Carrera, Jesse Richman, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,2020-06-12,2017,TV-14,94 min,"Action & Adventure, Documentaries, International Movies",94.0
Movie,"Katee Sackhoff, Lucy Boynton, Richard Mylan, Nick Moran, Pascale Wilson, Javier Botet, Pooneh Hajimohammadi, Sarah Buckland",United Kingdom,2019-02-08,2016,R,93 min,"Horror Movies, International Movies",93.0
Movie,Richard Branson,United Kingdom,2017-04-01,2016,TV-MA,93 min,"Documentaries, International Movies",93.0
Movie,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia, Kate Micucci, Chris Gethard, Richard Masur, Tami Sagher, Erin Darke",United States,2017-05-01,2016,R,92 min,"Comedies, Dramas, Independent Movies",92.0
Movie,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Zach Grenier",United States,2020-01-01,1997,R,127 min,"Dramas, Thrillers",127.0
Movie,"Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei, Ben Daniels, Razaaq Adoti, Richard Brake, Dexter Fletcher, Al Weaver, Brian Steele","United Kingdom, Czech Republic, Germany, United States",2020-11-01,2005,R,105 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",105.0
TV Show,Michael Izquierdo,United States,2019-03-01,2013,TV-14,1 Season,"Reality TV, Science & Nature TV",1.0
Movie,"Carol 'Do Do' Cheng, Maggie Cheung, Wilson Lam, Chan Pak-cheung, Charlie Cho, Tom Poon, Kwan Ming-yuk, Hon Yee-Sang, Sherman Wong, Lo Fan",Hong Kong,2018-08-01,1989,TV-14,94 min,"Action & Adventure, Comedies, International Movies",94.0
Movie,"Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis, Alice Drummond, Audrie Neenan, Susan Blommaert, Carrie Preston, Lydia Jordan, Lloyd Clay Brown",United States,2019-03-07,2008,PG-13,104 min,"Dramas, Faith & Spirituality",104.0
Movie,Unknown,United States,2018-01-15,2017,TV-PG,94 min,Documentaries,94.0
Movie,"Mike Myers, Alec Baldwin, Kelly Preston, Dakota Fanning, Spencer Breslin, Amy Hill, Sean Hayes, Dan Castellaneta",United States,2019-05-01,2003,PG,82 min,"Children & Family Movies, Comedies",82.0
Movie,"Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Kenan Thompson, Angela Lansbury","France, China, Japan, United States",2019-06-05,2018,PG,86 min,"Children & Family Movies, Comedies",86.0
Movie,"Sean Connery, Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer, Jason Isaacs, Brian Thompson, Julie Christie",United States,2020-01-01,1996,PG-13,103 min,"Action & Adventure, Sci-Fi & Fantasy",103.0
Movie,"Julian Morris, Tamzin Merchant, Ben Kingsley, Jassa Ahluwalia, Jonjo O'Neill, Dominic Mafham, Roger Ashton-Griffiths, Jake Curran, Duncan Preston, Ozama Oancea",United States,2020-01-01,2015,PG-13,97 min,"Action & Adventure, Sci-Fi & Fantasy",97.0
Movie,"Christopher Masterson, Harry Van Gorkum, Rona Figueroa, Matt Hickey, Henry O, Tom Burke, Robby Benson, Ken Shorter, John Woodnutt, Lubomir Misak",United States,2020-01-01,2000,PG,84 min,"Action & Adventure, Sci-Fi & Fantasy",84.0
Movie,"Tom Rhys Harries, Jessamine-Bliss Bell, Patrick Stewart, André Eriksen, Richard Cordery, Martin Hutson, Turlough Convery, Delroy Brown, Tamzin Merchant",United States,2017-06-13,2017,PG-13,98 min,"Action & Adventure, Sci-Fi & Fantasy",98.0
TV Show,"Liv Hewson, Sean Dulake, Justin Chon, Noo-Ri Bae, Sa-hee Kim, Jimmy Shubert","United States, South Korea, China",2016-05-23,2016,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",1.0
Movie,Jeff Bridges,United States,2018-07-01,2017,TV-G,42 min,Documentaries,42.0
Movie,Unknown,Germany,2017-12-01,2017,TV-MA,92 min,"Documentaries, International Movies, LGBTQ Movies",92.0
Movie,Dries Van Noten,"Germany, Belgium",2018-01-01,2017,TV-PG,89 min,"Documentaries, International Movies",89.0
Movie,"Juliet Doherty, Kaitlyn Black",United States,2019-01-16,2018,TV-PG,99 min,Dramas,99.0
TV Show,Mike Secher,United States,2019-03-23,2015,TV-MA,1 Season,"Crime TV Shows, Docuseries",1.0
TV Show,"Kate del Castillo, Jorge Zabaleta, José María Torre, Tony Dalton, Géraldine Bazán, Ximena Duque, Adriana Barraza, Juan Pablo Llano, Daniela Wong, Tiago Correa, Margarita Muñoz, Miguel Varoni, Ariel Texido, María Luisa Flores, Alberto Jiménez, Andrea López, Maxi Iglesias, Jorge Hernández, Alberto Mateo, Sofía Lama","United States, Chile",2017-02-25,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1.0
Movie,"Samiya Mumtaz, Mohib Mirza, Saleha Aref, Asif Khan, Adnan Shah, Ajab Gul, Abdullah Jan, Samina Ahmad, Omair Rana, Zeeshan Shafa","Pakistan, Norway, United States",2016-09-01,2014,TV-14,93 min,"Dramas, Independent Movies, International Movies",93.0
Movie,"Vivek Oberoi, Diya Mirza, Atul Kulkarni, Govind Namdeo, Mukesh Rishi, Sushant Singh, Yashpal Sharma, Sheeba",India,2018-03-01,2003,TV-14,162 min,"Action & Adventure, Dramas, International Movies",162.0
Movie,"Eric Christian Olsen, Derek Richardson, Rachel Nichols, Cheri Oteri, Luis Guzmán, Elden Henson, William Lee Scott, Mimi Rogers, Eugene Levy",United States,2019-10-01,2003,PG-13,85 min,Comedies,85.0
Movie,Michael Mosley,United Kingdom,2019-02-01,2016,TV-14,52 min,Documentaries,52.0
Movie,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford, Algee Smith, Cassius Willis, Sonya Leslie, Kerry O'Malley, Virginia Louise Smith, Peter Mackenzie, Valerie Wildman",United States,2019-10-01,2014,PG,91 min,"Children & Family Movies, Sci-Fi & Fantasy",91.0
TV Show,"Angelina Carballo, Raul-Gomez Pina, Eric Anderson",Brazil,2020-04-10,2014,TV-Y,1 Season,Kids' TV,1.0
TV Show,Olivia Colman,United Kingdom,2017-03-01,2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",1.0
Movie,"Diana Elizabeth Torres, Yutaka Takeuchi, Rodrigo Duarte Clark, Kaya Jade Aguirre, Roji Oyama, Lane Nishikawa, Miyoko Sakatani",United States,2020-09-15,2015,PG,106 min,Dramas,106.0
Movie,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church, Patricia Clarkson, Cam Gigandet, Lisa Kudrow, Malcolm McDowell, Aly Michalka",United States,2020-11-01,2010,PG-13,92 min,"Comedies, Romantic Movies",92.0
TV Show,"Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan",Taiwan,2016-09-01,2009,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1.0
Movie,"Julia Roberts, James Franco, Javier Bardem, Richard Jenkins, Viola Davis, Billy Crudup, Hadi Subiyanto, Mike O'Malley, Tuva Novotny, Luca Argentero",United States,2019-09-10,2010,PG-13,140 min,"Dramas, Romantic Movies",140.0
Movie,Eddie Murphy,United States,2018-04-15,1983,TV-MA,69 min,Stand-Up Comedy,69.0
Movie,"Shane Nigaam, Nimisha Sajayan, Manikandan R. Achari, Alencier Ley Lopez, Sujith Sankar, P. Balachandran, Sudhi Koppa",India,2018-09-15,2018,TV-14,153 min,"Dramas, International Movies, Romantic Movies",153.0
Movie,"Pavan Malhotra, Sudhanshu Aggarwal, Arjuna Bhalla, Avrinder Kaur, Arvinder Bhatti, Master Yuvraj, Jai Bharti, Gagandeep Singh",India,2017-12-01,2015,TV-14,124 min,"Dramas, International Movies",124.0
